Sample	Total Reads	Mapped	Decoys	Unmapped	Dovetail (Discordant)	u	d	m1	m2
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
logs	0	0	0	0	0	0	0
libParams	0	0	0	0	0	0	0
aux_info	0	0	0	0	0	0	0
